docno,title,text
en.15.65.194.2008.5.6,Chelsea win sets up title showdown,"LONDON, May 6 (bdnews24.com/Reuters) - Chelsea beat Newcastle United 2-0 on Monday to go level on points with leaders Manchester United and send the Premier League title race down to the last day of the season. Michael Ballack, who scored both goals in a the 2-1 win over United on April 26 that opened up the championship, glanced in a header after an hour and fellow midfielder Florent Malouda made it safe late on. The result sets up a grandstand finish next Sunday -- 10 days before Chelsea and Manchester United meet in the Champions League final in Moscow. United, 4-1 home winners over West Ham United on Saturday, and Chelsea both have 84 points but United have a goal difference advantage of 17. They visit Wigan Athletic next week and will retain the title if they at least match Chelsea's result against Bolton Wanderers at Stamford Bridge. ""We know that we are always chasing after Manchester United,"" Chelsea manager Avram Grant told Sky Sports. ""They are a great team but we will give them a good battle and challenge until the end."" It was by no means plain sailing for Chelsea on Monday at a ground where they had not won in the league since 2001. Newcastle went into the game in great form and looked the more enterprising team in a tight first half with Michael Owen having a shot cleared off the line by John Terry. Chelsea looked short of invention throughout the half but took control after the break, with skipper Terry smacking a header against the bar as they camped in the home side's half. CHELSEA BREAKTHROUGH The breakthrough came when Didier Drogba chipped in a free kick from the right and Ballack, who built his reputation in Germany as a regular scorer of important, late goals, rose six metres out to direct his header beyond keeper Steve Harper. Chelsea then sat back and suffered some nervous moments as Nigerian forward Obafemi Martins and Owen both went close. But the tension eased after 82 minutes when some slick passing ended with substitute Frank Lampard slipping a through-ball to Malouda, who slotted home calmly. Grant had particular praise for Ballack, whom he described as ""an intelligent player"". ""I believe in intelligent football and that needs a player like him,"" said the Israeli. ""He's in good form now, but all the team played well."" Terry said Grant had torn into the players at halftime and that they had responded in the second half with a ""great professional job"". Looking ahead to next week's games, he added: ""Wigan are on a great run, they came to the Bridge and put on a great performance and I think they will do the Premiership justice. ""We've still got a tough game against Bolton but if we pick up three points we've got a very good chance"
en.15.65.443.2008.5.6,Ban discussing UN help for Zimbabwe re-run,"United Nations,May 6 (bdnews24.com/Reuters) - UN Secretary-General Ban Ki-moon said on Monday he was talking to African states about how the world body could help ensure an election run-off in Zimbabwe is credible and voiced concern at growing violence. Zimbabwe's opposition MDC has yet to say whether its leader Morgan Tsvangirai would contest a second round against President Robert Mugabe, but has said one condition for doing so might be a UN-led observer mission. The opposition rejects results showing Tsvangirai failed to beat Mugabe by a big enough margin in the March 29 vote to avoid a run-off and accuses his supporters of a campaign of violence. But to pull out now would mean Mugabe automatically keeps a 28-year hold on power in his ruined country. Ban told reporters at UN headquarters he would discuss a possible UN role in Zimbabwe with Tanzanian President Jakaya Kikwete, who chairs the African Union, and Zambian President Levy Mwanawasa, who leads southern Africa's regional bloc. ""I have been constantly following and monitoring the situation and discussing how the United Nations and the African Union together can help the Zimbabwean situation reach a very harmonious and credible way,"" he said in New York. He said UN monitors and sending a UN envoy to Zimbabwe were both options. ""These are some ideas which I am going to discuss, what would be the practical possible ways at this time,"" he said. Regional countries might be ready to press Mugabe to accept UN monitors. In the first round, observers from his Western critics were barred and the main monitoring group was from the Southern African Development Community. The regional grouping has faced criticism for a cautious diplomatic approach to Zimbabwe in recent years, but showed signs of impatience with Mugabe as a month-long delay to the election results fanned fears of widespread bloodshed. VIOLENCE The opposition, Western governments and human rights groups accuse Mugabe of unleashing militias to scare Zimbabweans into backing him in the run-off. The government denies the allegation and says the MDC is behind political violence. The MDC says at least 20 of its supporters have been killed and more than 1,000 homes burnt or destroyed since the election. ""I am deeply concerned at reports of rising levels of violence and intimidation within Zimbabwe,"" said Ban. A union said teachers, who make up the bulk of polling officers, have been targets of a violent campaign. The Progressive Teachers' Union of Zimbabwe (PTUZ) said in a statement over 2,740 teachers had been targeted. Tendai Chikowore, head of Zimbabwe's main teachers' union, the Zimbabwe Teachers' Association (ZIMTA), said more and more teachers were victims of the campaign. No date has been set for a run-off yet. By law, the Zimbabwe Electoral Commission (ZEC) is supposed to set the date within 21 days of the result. But it has the power to extend the period and political observers believe a 40-day period is likely. Utoile Silaigwana, ZEC's deputy chief elections officer, would not be drawn on whether it planned to extend the date. ""The commission will soon meet over this matter,"" he said. MDC officials said party leaders were hammering out conditions they would demand for Tsvangirai's participation in a second round -- including a strong international observer mission and the speedy release of results. The opposition says the month-long delay in announcing the last result allowed the outcome to be rigged. The official result showed Tsvangirai won 47.9 percent of the vote to Mugabe's 43.2 percent"
en.15.65.49.2008.5.4,U.S. rocket strike in Baghdad wounds 20,"Sat May 3, BAGHDAD (Reuters/bdnews24.com) - The U.S. military fired rockets at a target near a major hospital in eastern Baghdad on Saturday, wounding 20 people and damaging several ambulances, the head of the hospital said. No patients were wounded at the hospital in the Sadr City stronghold of anti-American Shi'ite cleric Moqtada al-Sadr, but 20 people at the scene of the blasts had been hurt, said Dr. Wi'am al-Jawahiri, manager of al-Sadr hospital. Jawahiri said windows at the hospital were shattered when three missiles hit what the U.S. military in Iraq called a militant ""command and control"" centre around 10 a.m. ""While I believe the target was not the hospital, we could have been informed before they did such a thing. At least we could have taken some precautions,"" Jawahiri told Reuters. The U.S. military said precision-guided munitions were used to destroy the militant facility in Sadr City, where U.S. and Iraqi forces have been battling Shi'ite gunmen loyal to Sadr for several weeks as part of a big government crackdown on militias. Such weapons could either be rockets fired from launchers on the ground or helicopters. Colonel Jerry O'Hara, a U.S. military spokesman in Baghdad, said the operation was ""time sensitive"" and targeted a ""command and control"" centre that was used to plan attacks against the Iraqi people as well as Iraqi and U.S. security forces. ""We take great care to prevent any collateral damage and will continue to do so. We don't target civilians and regret any casualties,"" O'Hara said. Asked why a missile strike was launched so close to the hospital during the middle of the morning, he said: ""The real question should be why these criminal elements seem to always put the Iraqi people at risk by using facilities to coordinate their attacks so close to public places."" A ""battle damage assessment"" was being carried out, he said. Reuters Television pictures showed a destroyed building not far from the hospital, one of two main medical facilities in the crowded Shi'ite slum of Sadr City, home to 2 million people. Several ambulances were badly damaged, along with a number of civilian cars. MORE CLASHES OVERNIGHT The latest attack came after a night of more violence in Sadr City. The U.S. military said American and Iraqi forces killed 14 gunmen in battles overnight. Hospital officials said 14 people had been killed and 25 wounded following the clashes. It was not immediately clear if the dead and wounded were gunmen or civilians. The U.S. military has been carrying out air strikes on gunmen nearly every day in the militia bastion since fighting erupted more than a month ago. It says militants have fired more than 700 rockets and mortars at various targets during that period, mostly at the Green Zone government and diplomatic compound. The U.S. military blames rogue elements of Sadr's Mehdi Army militia for the rocket fire. It accuses Iran of arming, funding and training those militants, a charge Tehran denies. A delegation from Iraq's ruling Shi'ite alliance was sent to Tehran this week to tell Iran to stop backing Shi'ite militias fighting security forces, members of the alliance have said. The delegation returned to Baghdad on Saturday. In a brief statement on Iraq's al-Furat television, the head of the delegation, deputy parliamentary speaker Khalid al-Attiya, said Iran supported Baghdad in its fight against militants. Attiya did not mention the U.S. accusations. ""The delegation saw a positive stance from the brothers in Iran to support the government's efforts in extending the sovereignty of the state and to fight the outlaws,"" Attiya said. The U.S. military said this week that ""very, very significant"" amounts of Iranian weaponry had been found in the southern city of Basra and also Baghdad during an offensive against militiamen in those cities that began in late March. U.S. military officials had planned to put on display some of the recently captured weapons but decided to let the Iraqis make their own case to Iran first."
en.15.65.425.2008.5.5,Ex-footballer Gascoigne in hospital,"LONDON, May 5 (bdnews24.com/Reuters) - Former England footballer Paul Gascoigne was taken to hospital after an incident at a west London hotel, police sources said on Monday. Ambulance crews and police were called to the Knightsbridge hotel on Sunday afternoon, from where Gascoigne voluntarily went to hospital where he was being assessed. No offence was reported and no further action was taken, police said. ""A man was causing concern in a hotel in SW1,"" police said in a statement. ""He was tended to by an ambulance crew and taken to hospital voluntarily."" The 40-year-old former Newcastle United and Tottenham Hotspur midfielder, known as Gazza, has battled with alcohol and personal problems. In February he was detained under the mental health act after a disturbance at a hotel in Gateshead. He was released after two weeks of treatment. Gascoigne's last direct involvement in football was as manager of minor League club Kettering Town, a job he left in 2005. He had also played for the Italian club Lazio, Rangers, Everton and Middlesbrough as well as Chinese club Gansu Tianma and Boston United. He was capped 57 times by England between 1988 and 1998 scoring 10 goals, and made international headlines during the 1990 World Cup finals in Italy. After bursting into tears after receiving a yellow card in England's semi-final against West Germany, which would have seen him suspended for the final if England had qualified, he became a household name and ""Gazzamania"" was born"
en.15.65.136.2008.5.7,Obama takes big step ahead in Democratic race,"Washington, May 07 (bdnews24.com/Reuters) - Barack Obama took a big step toward the Democratic presidential nomination with an easy victory in North Carolina on Tuesday, and Hillary Clinton vowed to keep her struggling campaign alive after narrowly winning Indiana. The results helped Obama widen his lead over Clinton in the grueling Democratic duel for the right to face Republican John McCain in November's presidential election with just six nominating contests remaining. Both candidates looked ahead to contests next week in West Virginia and May 20 in Oregon and Kentucky, but Clinton was nearly out of opportunities to change the course of the race. ""We have seen that it's possible to overcome the politics of division and distraction, that it's possible to overcome the same old negative attacks that are always about scoring points and never about solving our problems,"" Obama said at a victory rally in Raleigh, North Carolina. The Illinois senator's 14-point victory in North Carolina was a dramatic comeback from a difficult campaign stretch that began last month with a big loss in Pennsylvania and was prolonged by the controversy over racially charged comments by his former pastor, the Rev. Jeremiah Wright. Obama, 46, sounded like he was already focused on the general election showdown with McCain. ""This fall, we intend to march forward as one Democratic Party, united by a common vision for this country,"" said Obama, who would be the first black U.S. president. The results meant Clinton missed her best chance to narrow Obama's lead in pledged delegates who will help pick the nominee at August's convention. She won Indiana by just 23,000 votes out of more than 1.25 million votes cast in the state, but promised to keep up the fight. ""It's full speed on to the White House,"" Clinton said at a victory rally in Indianapolis, with her husband former President Bill Clinton standing behind her. ""We've got a long road ahead, but we're going to keep fighting."" Clinton, a 60-year-old New York senator and former first lady who would be the country's first woman president, asked the Indianapolis crowd for donations to keep alive her campaign, which has been heavily outspent by Obama. OBAMA WIDENS LEAD IN DELEGATES An MSNBC count showed Obama expanded his delegate edge by a net of nine in the two states. Obama now has 1,876 total delegates to Clinton's 1,729, still short of the 2,025 needed to clinch the nomination. But neither candidate can win without help from superdelegates -- nearly 800 party insiders and officials who are free to back any candidate -- and the results on Tuesday undermined Clinton's argument that she is the candidate with the best chance to beat McCain in November. With just 217 delegates at stake in the last six contests, Clinton has no realistic chance to overtake Obama's lead in pledged delegates or in popular votes won in the state-by-state battle for the nomination that began in January. ""We're nearing the finish line,"" Obama's chief strategist David Axelrod told reporters. ""I think we've taken another big step down the road here to ending this contest and beginning the general election campaign."" Clinton still hopes to find a way to seat delegates from Michigan and Florida, where she won contests in January that are not recognized by the national party because of a dispute over when they were held. Clinton's campaign said the race was far from over. ""They've been trying to wrap up this nomination over the will of the voters for a long time, and it hasn't worked,"" said Clinton spokesman Mo Elleithee. ""There's a funny thing about democracy. Voters like to have a say."" Exit polls showed the faltering U.S. economy, which has increasingly preoccupied voters around the country, was the top issue for two-thirds of Indiana voters and about 6 of every 10 voters in North Carolina. In the last week, the two Democrats had courted working- and middle-class voters suffering from an ailing economy and high gas prices and battled over Clinton's proposal to lift the federal gasoline tax for the summer."
en.15.65.117.2008.5.1,Nargis tracks northeast,"Dhaka, May 01 (bdnews24.com)Nargis, categorised as a very severe cyclone, moved slightly in the northeast direction and was stalling more or less in the same region Thursday morning, according to a special weather bulletin issued by RSMC/IMD. RSMC/IMD is the official agency monitoring storm systems that develop in the North Indian Ocean. The special bulletin said the cyclone was positioned at a distance of 880km to the southwest of Chittagong seaport, 810km to the southwest of Cox's Bazar, 800km southwest of Mongla seaport and 550km west of Myanmar coast. bd"
en.15.65.107.2008.5.2,Israeli police question Olmert on election funding,"JERUSALEM, May 02 (bdnews24.com/Reuters) - Israeli police questioned Prime Minister Ehud Olmert under caution on Friday over money raised by a U.S. citizen for municipal and party elections in 1999 and 2002, his office said. A statement said Olmert, who has been the subject of three other corruption probes relating to his conduct in public offices before he became premier in 2006, answered investigators' questions for an hour and would continue to cooperate with law-enforcement authorities. Israeli election finance laws limit donations from abroad. Olmert's office did not say if he was suspected of illicitly using funds raised by the unnamed American. A police spokesman declined to elaborate on the statement from Olmert's office. Olmert successfully ran for re-election as Jerusalem mayor in 1999. In 2002, he ran against then Prime Minister Ariel Sharon for the leadership of the right-wing Likud Party, but lost. Friday's questioning, which was ordered at unusually short notice by Israel's attorney-general, came as Olmert pursues a peace effort with the Palestinians, talks the United States hopes will culminate in an accord before January. U.S. Secretary of State Condoleezza Rice will arrive in the region on Saturday to help advance the talks. Olmert is already under a criminal probe into accusations he dispensed favors in return for a discount on the 2004 purchase price of a Jerusalem home. He is also being investigated over allegations that as trade minister in 2003, he appointed allies to a state business authority. Last November police concluded there was insufficient evidence to take action against him over his role in the sale of state-owned Bank Leumi when serving as finance minister. Olmert denied wrongdoing in all three cases. Asked if this was also his position regarding the suspicions that prompted Friday's police interrogation, an Olmert's spokeswoman declined comment. Earlier this year, a government-appointed commission said political and army leaders had committed ""serious failings"" during a war against Hezbollah guerrillas in Lebanon in 2006. The panel did not blame Olmert personally and endorsed key decisions he made."
en.15.65.2.2008.5.6,Vodafone scores first deal to sell Apple's iPhone,"LONDON, May 6 (bdnews24.com/Reuters) - Mobile phone group Vodafone scored its first deal to sell Apple Inc's iPhone after the UK group lost out to Telefonica's O2 to sell it in Britain. Vodafone, the world's largest mobile phone company by revenue, has been competing with operators and retailers to secure the right to sell the iPhone - the touch-screen device which combines Apple's popular iPod music player, a video player and Web browser. Vodafone will sell the iPhone in 10 countries. O2 has described the device as a star performer which draws increased numbers of customers into its stores. Customers using the phone have also driven up data revenues by surfing the Internet and sending emails, a key attraction to operators as the cost of making calls decreases. ""Later this year, Vodafone customers in Australia, the Czech Republic, Egypt, Greece, Italy, India, Portugal, New Zealand, South Africa and Turkey will be able to purchase the iPhone for use on the Vodafone network,"" the British-based firm said in a statement without giving any more details"
en.15.65.359.2008.5.2,Dippenaar says quota system needs revamping,"BIRMINGHAM, England, May 2 (bdnews24.com/Reuters) - Boeta Dippenaar criticised South Africa's racial quota system on Thursday and urged his country to revamp the policy or risk losing more top players like Kevin Pietersen. Dippenaar, who retired from internationals in January and is now playing for English county Leicestershire, was elected president of the South African Cricketers' Association last month. The 30-year-old batsman has appealed to administrators to govern the sport with a focus on cricket, not politics. ""They need to make sure we as sportsmen are judged on our skill,"" Dippenaar told Reuters. ""We are on dangerous ground as soon as we start saying 'x' amount of players have to be white and 'x' amount of players have to be of colour. ""We don't mind if the whole team is black if that's the best team. Throughout the whole transformation process a lot of patriotism has been lost."" Cricket South Africa is now committed to a racial transformation policy ""aimed at ensuring the imbalances of the past are redressed as soon as possible"". But Dippenaar said the policy may discourage aspiring youngsters. ""Unfortunately if people had an aspiration to play for South Africa they will now think twice about doing so,"" he said. ""I have always said the game should be surrounded by people with cricketing interests at heart and not people with political interests at heart. There's a distinct difference."" Pietersen, born and raised in South Africa, left the country at 18 to pursue a career in England, citing the racial quota system as one of his reasons. PLAYER EXODUS The Hampshire player, who has since become one of the top-ranked batsmen in the world, was one of the first to make the move and an exodus has followed. Dippenaar was one of six South Africans playing for Leicestershire at Edgbaston on Thursday, with European legislation allowing such opportunities to him and his fellow countrymen. The debate about quotas and how many non-whites should be playing for South Africa continually surfaces. A dispute between the selectors and Norman Arendse, the president of Cricket South Africa, held up the naming of the squad to tour Bangladesh earlier this year. ""No country can afford to lose a player of Pietersen's calibre,"" said Dippenaar, who played 38 tests and 101 one-day internationals. ""That puts a question mark about whether we are doing the right things. We should never have allowed a player of his calibre to fall through our net. ""Can you imagine Jacques Kallis and Kevin Pietersen in the same South Africa team? It would have made a formidable batting lineup"
en.15.65.213.2008.5.7,"Food dropped to Myanmar towns; 22,500 killed in storm","Yangon, May 07 (bdnews24.com/Reuters) - Military helicopters dropped food and drinking water to the cyclone-stricken people of Myanmar's Irrawaddy delta, where entire villages have been virtually washed away, officials said on Wednesday. The military government said nearly 22,500 people were killed and 41,000 missing in the most devastating cyclone in Asia since 1991 when a storm killed 143,000 in neighboring Bangladesh. A doctor in the Irrawaddy delta town of Labutta said villagers had told him thousands died when a series of huge waves slammed into their homes. People clung to trees in a desperate fight for survival. ""All the victims were brought to the town and I asked them, 'How many of you survived?' and they said about 200, 300,"" Aye Kyu told Australian Broadcasting Corp. radio. ""Then I asked them, 'How many people in your area?' They said about 5,000. The waves were 12, 13, 20 feet high and when the houses were covered in water, they stayed on the roof but the houses were destroyed by strong winds,"" he said. In one town alone, Bogalay, 10,000 people were killed, the reclusive military government has said in a town-by-town list of casualties and damage. As the military's relief operations kicked up a gear, state-run Myanmar TV showed footage of bedraggled survivors lining up on banks of mud to be flown by helicopter out of some of the worst-hit villages. Disease, hunger and thirst now pose a major threat to hundreds of thousands of survivors of Cyclone Nargis, aid agencies said. They urged Myanmar's military rulers to open the doors to international humanitarian relief as hundreds of thousands are homeless in the swamplands of the delta southwest of the biggest city Yangon, which was also hard hit by last weekend's storm. Myanmar TV, the main official source for the number of casualties, on Wednesday re-broadcast Tuesday night's news bulletin. The TV station, monitored outside Myanmar, reported 22,464 killed and 41,054 missing. HELICOPTERS DROP SUPPLIES Other official media reported on Wednesday that military helicopters dropped food and bottled water to villagers in the rice-growing Irrawaddy delta. More than half of Myanmar's 53 million people live in five worst-hit states, called divisions. Aid groups and governments, including U.S. President George W. Bush, asked the military to relax their tight grip to allow humanitarian assistance into Myanmar, which has been ruled by the military for 46 years. In a rare news conference on Tuesday, Information Minister Kyaw Hsan appealed for help, saying ""the government needs the cooperation of the people and well-wishers from home and abroad"". There was some anger on the storm-ravaged streets of Yangon at soaring food prices and long queues for petrol, but the overall mood in the city of five million was of resignation rather than revolution. Last September, the military violently cracked down on Buddhist monk-led demonstrations, killing 31 people and triggering international outrage. ""There won't be demonstrations,"" one taxi driver said. ""People don't want to be shot."" Government and private offices were unable to function with power cut off and staff absent. Some office workers just sat there in the darkness. ""We can't do anything without electricity,"" one of the office workers said. ""We sit around in the darkness sharing our sufferings and complaints."" A queue of women and children holding buckets and tubs snaked around a corner in Yangon on Wednesday, past a street market where vegetables sold at three times last week's prices despite government appeals to traders not to profit from the disaster. The U.N.'s World Food Programme began doling out rice in Yangon. The first batch of more than $10 million of foreign aid arrived from Thailand but lack of equipment slowed distribution. Two more aid flights are due to land from India on Wednesday. Reflecting the scale of the crisis, the junta said it would postpone by two weeks a constitutional referendum in the worst-hit areas. However, the referendum, part of the army's much-criticized ""roadmap to democracy"", would proceed as planned elsewhere on Saturday."
en.15.65.160.2008.5.5,Tait training again after spell of depression,"BRISBANE, May 5 (bdnews24.com/Reuters) - Fast bowler Shaun Tait was back training with the Australian cricket team on Monday, three months after walking away from the sport with depression. Tait was a surprise inclusion at the 15-man Test squad's five-day training camp in Brisbane to prepare for the team's tour of the West Indies starting later this month. The player will not be involved in Australia's tour of the Caribbean but took the chance to boost his fitness after shocking team mates and officials by quitting the game in January. Tait was invited to take part in the camp for the first two days after meeting Cricket Australia (CA) officials and selectors to discuss his new contract. The 25-year-old was able to keep his contract with CA intact after assuring selectors he would return to cricket. Tait has targeted the start of the domestic season in October for his return to first-class cricket with South Australia"
en.15.65.32.2008.5.1,"Fighting kills 73 in Sri Lanka, army takes rebel base","Colombo, May 1 (bdnews24.com/Reuters) - A roadside bomb suspected to have been planted by Tamil Tigers killed two police commandos on Thursday while Sri Lankan troops captured a rebel base in the north west killing 40 rebels, the military said. The capture of the rebel camp in Mannar comes a week after one of the bloodiest battles in the country's long civil war. ""Advancing troops...brought the entire area under control on Wednesday,"" a spokesman at the Media centre for National security said. The military said a suspected rebel roadside bomb in central Anuradhapura killed two police commandos, while police retaliation killed two rebels. The military said fighting in the far north a day earlier, killed 25 Tamil Tiger rebels and injured 37 while four solders died and 14 were injured. After driving the Tamil Tiger rebels from the east, the armed forces are now focused on Tiger-held areas in north, intensifying fighting in a 25-year-old civil war that has killed an estimated 70,000 people since 1983. Fighting between government forces and the Liberation Tigers of Tamil Eelam (LTTE) has intensified since the government formally pulled out of a 6-year-old ceasefire pact in January, though a renewed civil war has been raging since 2006. The Tigers, fighting for an independent state in the north and east, were not immediately available for comment on the latest fighting, but said intense military artillery fire killed a civilian in Welioya area on Wednesday. Analysts say both the government and rebels often inflate enemy death tolls and play down their own losses. The reports are rarely possible to verify independently. President Mahinda Rajapaksa's government has pledged to destroy the Tigers militarily. The rebels have hit back with bombings in Colombo and elsewhere in the relatively peaceful south of the island when they have come under military pressure in the past"
en.15.65.186.2008.4.30,Bangladesh U/15 in semifinals of Clico Int Cricket Championship,"Dhaka, April 30 (bdnews24.com)  Bangladesh moved into the semifinals of the Clico International U/15 Cricket Championship with a fine 5-wicket win over Ireland Tuesday in Trinidad, the West Indies. Didar Hossain and Rakin Ahmed struck unbeaten 61 and 48 as Bangladesh reached 142 for five in 31.5 overs in reply to Ireland's 140 all out in 48 overs. Ireland, led by Hugo MacDonnell's 53, looked well on course for a decent score as they reached 77 for 1 but lost their way in face of superb bowling from Nazeef Ahmed and were wrapped up for 140. Nazeef claimed five wickets for 18 to cause the main damage in Ireland's innings and was adjudged man of the match. Asif chipped in with two for 18. Bangladesh will play Pakistan in the semifinal."
en.15.65.14.2008.5.1,Title in Real's hands against Osasuna,"MADRID, May 1 (bdnews24.com/Reuters) - The champagne was put on ice at the Bernabeu after Villarreal beat Real Betis last week, but this weekend the destination of the league title is in Real Madrid's hands. Real will pocket their 31st Spanish championship if Villarreal fail to beat Getafe on Sunday (kickoff 1500 GMT) or they win their match at Osasuna (1900). Real's Dutch midfielder Wesley Sneijder is confident the team will not have to wait any longer to celebrate the title. ""I want to win the league against Osasuna and I'm sure we are going to do it,"" he said earlier this week. ""Villarreal aren't going to slip up but neither are we and so we will be champions this weekend."" Osasuna, however, have plenty to play for and are likely to prove difficult opponents. The Navarrans, who lost 3-0 at Valencia last weekend, are just two points above the relegation zone and can ill afford to concede any points if they are to avoid the drop. Goalkeeper Ricardo will be able to play after his red card against Valencia was overturned on appeal, but centre forward Dady is a doubt. Real are likely to be strengthened by the return of Dutch striker Ruud van Nistelrooy, who should get a run after a six-week absence following ankle surgery, but playmaker Guti is a doubt because of a strained knee ligament. SECOND PLACE Second-placed Villarreal, who are 10 points adrift of Real with four games to play, are aiming to ensure they do not gift their rivals the title by slipping up against an out-of-sorts Getafe. ""We are hoping that Real don't become champions this week,"" said club president Fernando Roig. ""As usual we will be going for the win and we will be fighting until the bitter end to finish as high up the table as possible."" Although Villarreal's hopes of winning the title are slim, a win over Getafe will put them in a strong position to finish as runners-up and beat Barcelona to the all-important automatic place in the group phase of the Champions League. The Catalans are four points behind Villarreal and morale has taken a bashing after their 1-0 defeat against Manchester United in the semi-finals of this season's competition. Frank Rijkaard's side have failed to score in their last four outings in all competitions and there are concerns about how their fans will react in Sunday's match at home to Valencia. ""We are devastated by the defeat,"" Argentine centre back Gabriel Milito told reporters after the United match. ""Now we need to win our remaining four matches and finish the season as best we can."
en.15.65.261.2008.4.30,US deaths in Iraq at seven-month high in April,"BAGHDAD, Wed Apr 30(bdnews24.com/Reuters) - The death toll for U.S. troops in Iraq reached a seven month high in April, with the reported deaths of three more soldiers on Wednesday bringing the monthly toll to 47, the highest since last September. U.S. and Iraqi forces have been engaged in intense fighting over the past month with Shi'ite militia fighters in Baghdad's tightly-packed Sadr City slum. Prime Minister Nuri al-Maliki, who launched a crackdown against the Mehdi Army militia a month ago in the southern city of Basra, said on Wednesday the government would disarm the fighters by force if they refuse to lay down their weapons. Two hospitals in Sadr City, the Shi'ite slum that has been the focus of fighting in the capital, said they had received the bodies of 421 Iraqis killed and treated more than 2,400 wounded there since late March. Government spokesman Tahseen al-Sheikhly said the toll there was higher, with more than 900 killed. Many of the dead and wounded have been civilians, caught in the crossfire in the crowded slum. Some of the heaviest fighting has taken place in the past three days, with militiamen taking advantage of blinding dust storms that ground U.S. attack helicopters to launch large ambushes of U.S. and Iraqi positions. U.S. forces have responded with tank fire and surface-to-surface missiles, destroying buildings. Thirty-four bodies and 112 wounded victims were brought to the two Sadr City hospitals in the last 24 hours, hospital officials said. American forces said they killed 34 militiamen in Sadr City on Tuesday in a series of clashes including one street battle that raged for four hours. April's U.S. death toll is the highest since September 2007, when 65 U.S. soldiers died in Iraq, according to official figures tracked by icasualties.org, an independent website. The toll is still far lower than a year ago, however. In April 2007, 104 U.S. services members were killed in Iraq. ""We lost three soldiers killed last night,"" U.S. military spokesman Major Mark Cheadle said on Wednesday. Around half the U.S. troop deaths in Iraq this month have been in Baghdad, including several killed by rocket and mortar fire from Sadr City. MALIKI SETS CONDITIONS Maliki aimed some of his toughest language yet at the Shi'ite fighters on Wednesday, singling out the Mehdi Army by name and grouping it with Sunni Arab groups like al Qaeda as organizations that must be dissolved. He set down four conditions -- that militia disarm, stop interfering in state affairs, stop running their own courts and hand over wanted fugitives -- or face a military assault. ""To refuse these conditions means the continuation of the government's efforts to disarm them by force,"" Maliki said at a news conference inside Baghdad's fortified Green Zone government and diplomatic compound. ""There is no alternative to these conditions. The alternative is the continuation of force and clashes until we reach the end, to get rid of the weapons and the gangs who are carrying weapons."" Maliki, himself a Shi'ite, launched a crackdown against militia fighters loyal to anti-American Shi'ite cleric Moqtada al-Sadr last month in the southern city of Basra. After initial setbacks, the Basra offensive appears to have been a success in driving fighters from the streets there. But the militiamen remain in control of much of Baghdad's Sadr City."
en.15.65.135.2008.5.6,Dalai Lama envoy upbeat on China talks,"Hong Kong,May 6 (bdnews24.com/Reuters) - An envoy of the Dalai Lama said on Tuesday that one-day talks with China on the unrest in Tibet had been ""a good first step"", and the two sides will meet again after he reports back to the exiled spiritual leader. ""We had very candid discussions ... we have a good rapport, so that is always very helpful,"" Lodi Gyari told Reuters at Hong Kong airport as he prepared to board a flight for India, home of the Tibet government-in-exile. ""We have agreed to meet once again so I think it is a good sign, but we will make a formal statement after I have reported to his Holiness when I get back to India."" Lodi Gyari and another envoy held a meeting with Chinese officials, the first since an eruption of Tibetan protests and deadly riots two months ago, in the southern Chinese city of Shenzhen on Monday. The unrest, the most serious challenge to Chinese rule in the mountainous region for nearly two decades, prompted anti-China protests around the world that disrupted the international leg of the Olympic torch relay and led to calls for Western leaders to boycott August's Beijing Games. China proposed the latest talks last month after Western governments urged it to open new dialogue with the Dalai Lama, who says he wants a high level of autonomy, not independence, for the predominantly Buddhist Himalayan homeland he fled in 1959. But state-run Xinhua news agency said on Sunday that the meeting was arranged at the government-in-exile's repeated request for contacts and consultations with Beijing. Lodi Gyari, speaking to the media for the first time since the closed-door Shenzhen meeting, said a date for a further round of talks would only be announced after consultations with the Dalai Lama"
en.15.65.56.2008.5.2,Pakistani judges to be reinstated on May 12: Sharif,"ISLAMABAD, May 02 (bdnews24.com/Reuters) - All the judges deposed by President Pervez Musharraf during emergency rule last November will be reinstated on May 12, the leader of the second largest party in the ruling coalition government said on Friday. ""I want to inform the entire nation that on Monday, May 12, 2008, all deposed judges will be restored,"" former Prime Minister Nawaz Sharif, leader of the Pakistan Muslim League (Nawaz) (PML-N), said in a televised news conference from Lahore."
en.15.65.204.2008.5.1,Warning signal 4 for Cox's Bazar and Chittagong,"Dhaka, May 01 (bdnews24.com)The weather office Thursday issued local warning signal 4 for Cox's Bazar and Chittagong and distant warning signal 2 for Mongla port as cyclone Nargis moved further in, a weather official said. Arjumand Habib, director of the Met office, told bdnews24.com that the cyclone was likely to cut its path through Myanmar coasts. The severe cyclonic storm over the east central Bay and adjoining west central Bay moved northeastwards over the same area and was centred about 765km south-southwest of Chittagong port, 685km south-southwest of Cox's Bazar port and 705km south of Mongla port. ""It is likely to intensify further and move in a northeasterly direction,"" the Meteorological Department said in its midday bulletin. Under the peripheral influence of the storm, the low-lying areas of the coastal districts of Cox's Bazar, Chittagong, Noakhali, Laxmipur, Bhola and their offshore islands and chars are likely to be inundated by storm surges as high as 5 feet above the normal astronomical tide. All fishing boats and trawlers over the north Bay have been advised to take shelter immediately. bdnews"
